CustomerID,Probability of Churning
5527-ACHSO,0.385
2626-URJFX,0.385
2506-CLAKW,0.385
4391-RESHN,0.385
0742-MOABM,0.384
7853-OETYL,0.384
1658-BYGOY,0.384
4958-GZWIY,0.384
7075-BNDVQ,0.384
2322-VCZHZ,0.384
3001-CBHLQ,0.384
4581-LNWUM,0.383
3003-CMDUU,0.383
4067-HLYQI,0.383
5312-UXESG,0.383
6410-LEFEN,0.383
2826-UWHIS,0.383
6022-KOUQO,0.383
2782-LFZVW,0.383
9777-WJJPR,0.382
0856-NAOES,0.382
1194-HVAIF,0.382
7501-VTYLJ,0.382
8751-EDEKA,0.382
3237-AJGEH,0.382
7147-AYBAA,0.381
1871-MOWRM,0.381
7929-DMBCV,0.38
1215-FIGMP,0.38
1100-DDVRV,0.38
0463-ZSDNT,0.38
2720-FVBQP,0.38
5778-BVOFB,0.38
6625-UTXEW,0.38
1170-SASML,0.38
3043-TYBNO,0.38
4640-UHDOS,0.379
1373-ORVIZ,0.379
0319-QZTCO,0.379
0365-GXEZS,0.379
4522-AKYLR,0.379
3688-FTHLT,0.379
7077-XJMET,0.378
5136-GFPMB,0.378
9026-LHEVG,0.378
1791-PQHBB,0.378
1564-HJUVY,0.378
9767-FFLEM,0.378
6789-HJBWG,0.377
8069-YQQAJ,0.377
5076-YVXCM,0.377
9643-YBLUR,0.377
4320-QMLLA,0.377
9578-VRMNM,0.377
2832-KJCRD,0.376
7758-XKCBS,0.376
5600-PDUJF,0.376
0867-LDTTC,0.376
7009-LGECI,0.376
4280-DLSHD,0.376
8773-HHUOZ,0.376
6645-MXQJT,0.375
9761-XUJWD,0.375
8901-HJXTF,0.375
0829-XXPLX,0.375
5590-YRFJT,0.375
5204-QZXPU,0.374
4070-OKWVH,0.374
8755-IWJHN,0.374
0295-QVKPB,0.373
3426-NIYYL,0.373
5087-SUURX,0.373
0003-MKNFE,0.373
2800-QQUSO,0.372
2386-OWURY,0.372
2640-PMGFL,0.372
6629-LADHQ,0.372
5707-ORNDZ,0.372
5424-RLQLC,0.372
1442-BQPVU,0.372
5172-MIGPM,0.371
3620-MWJNE,0.371
2347-WKKAE,0.371
7246-ZGQDF,0.371
2267-WTPYD,0.37
2480-SQIOB,0.37
5281-BUZGT,0.37
5651-CPDND,0.37
9614-RMGHA,0.37
6917-IAYHD,0.37
4220-TINQT,0.369
3030-YZADT,0.369
7159-FVYPK,0.369
8645-KWHJO,0.369
0376-YMCJC,0.368
1550-EENBN,0.368
7410-KTVFV,0.368
7766-CLTIC,0.368
1809-DMJHQ,0.368
2988-PLAHS,0.368
8095-WANWK,0.368
1685-VAYJF,0.367
0133-BMFZO,0.367
5188-HGMLP,0.367
2360-RDGRO,0.367
5998-VVEJY,0.366
0999-QXNSA,0.366
2139-FQHLM,0.366
9701-CDXHR,0.366
5626-MGTUK,0.366
1575-KRZZE,0.366
9129-UXERG,0.366
6637-KYRCV,0.365
8212-DJRCH,0.365
7129-ACFOG,0.365
0015-UOCOJ,0.365
4625-EWPTF,0.364
5055-MGMGF,0.364
3566-VVORZ,0.364
9375-MHRRS,0.364
8149-AIQCG,0.364
1310-QRITU,0.363
5515-AKOAJ,0.363
3336-JORSO,0.363
1261-FWTTE,0.363
4138-NAXED,0.363
7401-RUBNK,0.363
4824-GUCBY,0.363
3164-AALRN,0.363
2604-XVDAM,0.362
0836-SEYLU,0.362
7268-IGMFD,0.362
3808-HFKDE,0.362
4902-OHLSK,0.362
3415-TAILE,0.362
8791-GFXLZ,0.362
5843-TTHGI,0.361
1465-LNTLJ,0.361
8455-HIRAQ,0.361
6559-PDZLR,0.361
6624-JDRDS,0.36
9710-ZUSHQ,0.36
3071-VBYPO,0.359
2826-DXLQO,0.359
2921-XWDJH,0.359
0423-UDIJQ,0.359
8818-XYFCQ,0.359
4826-TZEVA,0.359
2675-OTVVJ,0.359
2786-GCDPI,0.359
3583-KRKMD,0.359
6982-UQZLY,0.359
2391-SOORI,0.358
9601-BRXPO,0.358
1041-RXHRA,0.358
7916-VCCPB,0.357
0130-SXOUN,0.357
5215-LNLDJ,0.357
4558-FANTW,0.357
1028-FFNJK,0.356
3113-IWHLC,0.356
0147-ESWWR,0.356
7641-EUYET,0.356
4828-FAZPK,0.356
8019-ENHXU,0.356
1049-FYSYG,0.356
1427-VERSM,0.355
1703-MGIAB,0.355
2207-OBZNX,0.355
3956-CJUST,0.355
3644-QXEHN,0.354
3873-NFTGI,0.354
7396-VJUZB,0.354
8272-ONJLV,0.354
0734-OXWBT,0.354
9530-EHPOH,0.354
4803-AXVYP,0.353
3890-RTCMS,0.353
5569-OUICF,0.353
3348-CFRNX,0.353
5666-CYCYZ,0.353
0621-HJWXJ,0.353
6365-MTGZX,0.352
6439-GTPCA,0.352
7950-XWOVN,0.352
4667-OHGKG,0.352
2257-BOVXD,0.352
4482-FTFFX,0.352
9318-NKNFC,0.352
2038-LLMLM,0.352
7927-AUXBZ,0.352
8963-JLGJT,0.351
6030-REHUX,0.351
8725-JEDFD,0.351
1098-TDVUQ,0.351
4680-KUTAJ,0.351
1104-TNLZA,0.351
0376-OIWME,0.351
0118-JPNOY,0.35
0212-ISBBF,0.35
2235-ZGKPT,0.35
4468-YDOVK,0.35
9396-ZSFLL,0.35
4256-ZWTZI,0.35
0643-OKLRP,0.35
5780-INQIK,0.35
9381-NDKME,0.349
4412-YLTKF,0.349
1095-JUDTC,0.349
6599-RCLCJ,0.349
6284-AHOOQ,0.349
8535-SFUTN,0.349
5402-HTOTQ,0.349
8229-MYEJZ,0.349
9163-GHAYE,0.348
6240-EURKS,0.348
3331-HQDTW,0.348
3419-SNJJD,0.347
2027-WKXMW,0.347
5701-ZIKJE,0.347
5568-DMXZS,0.347
6741-EGCBI,0.347
3312-ZWLGF,0.347
2067-QYTCF,0.347
4471-KXAUH,0.347
7133-VBDCG,0.347
3815-SLMEF,0.347
2894-QOJRX,0.347
9708-HPXWZ,0.347
4993-JCRGJ,0.346
4282-ACRXS,0.346
1482-OXZSY,0.346
0320-JDNQG,0.346
0634-SZPQA,0.346
0311-QYWSS,0.346
7048-GXDAY,0.345
5349-AZPEW,0.345
5433-KYGHE,0.345
6769-DYBQN,0.345
3571-RFHAR,0.345
0550-DCXLH,0.345
7054-ENNGU,0.345
2495-KZNFB,0.345
6522-YRBXD,0.345
6710-HSJRD,0.344
2874-YXVVA,0.344
8967-SZQAS,0.344
1481-ZUWZA,0.344
2011-TRQYE,0.344
1596-OQSPS,0.343
0587-DMGBH,0.343
2100-BDNSN,0.343
6168-YBYNP,0.343
5302-BDJNT,0.343
0963-ZBDRN,0.343
1025-FALIX,0.342
7000-WCEVQ,0.342
3594-KADLU,0.342
2018-PZKMU,0.342
6243-OZGFH,0.341
2955-PSXOE,0.341
4987-GQWPO,0.341
1842-EZJMK,0.341
8158-WPEZG,0.341
9776-CLUJA,0.341
9780-FKVVF,0.341
9278-VZKCD,0.341
3466-RITXD,0.341
5934-RMPOV,0.341
7521-AFHAB,0.341
1818-ESQMW,0.341
3665-JATSN,0.341
4324-AHJKS,0.34
2480-JZOSN,0.34
8399-YNDCH,0.34
9079-YEXQJ,0.34
2587-EKXTS,0.34
0257-ZESQC,0.34
6711-VTNRE,0.34
2479-BRAMR,0.34
2697-NQBPF,0.34
5649-VUKMC,0.339
1559-DTODC,0.339
9420-LOJKX,0.339
2455-USLMV,0.339
9097-ZUBYC,0.339
0461-CVKMU,0.339
8749-JMNKX,0.339
4226-KKDON,0.339
5542-DHSXL,0.339
8468-EHYJA,0.338
0260-ZDLGK,0.338
8305-VHZBZ,0.338
4250-FDVOU,0.338
9469-WEJBT,0.338
4976-LNFVV,0.338
8388-FYNPZ,0.337
4307-KTUMW,0.337
8735-IJJEG,0.337
4598-XLKNJ,0.337
9576-SYUHJ,0.337
6954-OOYZZ,0.337
2277-DJJDL,0.337
4957-TREIR,0.337
9699-UBQFS,0.336
5628-RKIFK,0.335
2040-VZIKE,0.335
8450-JOVAH,0.335
7128-GGCNO,0.335
9779-DPNEJ,0.335
1848-LBZHY,0.334
9574-RKJIF,0.334
2873-ZLIWT,0.334
4307-KWMXE,0.334
2378-HTWFW,0.334
8096-LOIST,0.334
4811-JBUVU,0.334
2615-YVMYX,0.334
4819-HJPIW,0.333
5071-FBJFS,0.333
7850-VWJUU,0.333
2582-FFFZR,0.333
0107-WESLM,0.333
2876-VBBBL,0.333
3069-SSVSN,0.333
3351-NGXYI,0.333
9667-EQRXU,0.333
4881-JVQOD,0.333
2227-JRSJX,0.333
3323-CPBWR,0.332
1849-RJYIG,0.332
6921-OZMFH,0.332
5099-BAILX,0.332
2207-QPJED,0.332
6599-GZWCM,0.332
2988-GBIVW,0.332
0082-OQIQY,0.331
6686-YPGHK,0.331
7599-FKVXZ,0.331
5939-XAIXZ,0.331
6845-RGTYS,0.331
1803-BGNBD,0.331
0112-QAWRZ,0.33
3587-PMCOY,0.33
6429-SHBCB,0.33
4695-VADHF,0.33
8262-COGGB,0.33
2683-BPJSO,0.33
3932-IJWDZ,0.33
9168-INPSZ,0.329
5947-SGKCL,0.329
1353-LJWEM,0.329
2157-MXBJS,0.329
6288-LBEAR,0.328
2669-OIDSD,0.328
5366-OBVMR,0.328
6578-KRMAW,0.328
6135-OZQVA,0.328
4183-WCSEP,0.328
5973-EJGDP,0.328
8182-PNAGI,0.328
6549-NNDYT,0.328
4439-YRNVD,0.327
0807-ZABDG,0.327
2828-SLQPF,0.327
4391-LNRXK,0.327
5133-VRSAB,0.327
9500-LTVBP,0.327
7594-LZNWR,0.327
1324-NLTJE,0.327
5028-HTLJB,0.326
1432-FPAXX,0.326
2960-NKRSO,0.326
1240-KNSEZ,0.326
8404-FYDIB,0.326
7549-MYGPK,0.326
2676-OXPPQ,0.325
2709-UQGNP,0.325
4846-WHAFZ,0.325
4176-FXYBO,0.325
8868-GAGIO,0.325
2684-EIWEO,0.325
3132-TVFDZ,0.325
7905-TVXTA,0.325
6345-HOVES,0.325
5649-TJHOV,0.325
7989-CHGTL,0.324
5461-QKNTN,0.324
2632-UCGVD,0.324
5816-QVHRX,0.324
1907-YLNYW,0.324
2465-BLLEU,0.324
5213-TWWJU,0.323
4007-NHVHI,0.323
2085-BOJKI,0.323
9508-ILZDG,0.323
1320-REHCS,0.323
4080-OGPJL,0.323
3976-BWUCK,0.323
6537-QLGEX,0.323
8761-NSOBC,0.323
8073-IJDCM,0.323
2105-PHWON,0.323
6133-OZILE,0.323
5949-EBSQK,0.323
0639-TSIQW,0.323
2810-FTLEM,0.323
7298-IZWLY,0.322
6300-BWMJX,0.322
5206-XZZQI,0.322
1216-JWVUX,0.322
6360-SVNWV,0.322
4797-AXPXK,0.322
3629-WEAAM,0.321
6591-QGOYB,0.321
9058-HRZSV,0.321
1725-MIMXW,0.321
7957-RYHQD,0.321
1228-FZFRV,0.321
6713-OKOMC,0.321
0468-YRPXN,0.321
5186-EJEGL,0.32
0348-SDKOL,0.32
0909-SDHNU,0.32
6898-MDLZW,0.32
9948-YPTDG,0.319
4905-JEFDW,0.319
6351-SCJKT,0.319
4925-LMHOK,0.319
1641-RQDAY,0.319
9103-TCIHJ,0.319
7112-OPOTK,0.318
5438-QMDDL,0.318
7966-YOTQW,0.318
5394-SVGJV,0.318
7730-IUTDZ,0.318
1120-BMWUB,0.318
5828-AVIPD,0.317
0730-KOAVE,0.317
3814-MLAXC,0.317
5174-RNGBH,0.317
4647-XXZAM,0.317
0623-IIHUG,0.317
9919-YLNNG,0.317
4566-GOLUK,0.317
6743-HHQPF,0.317
4800-VHZKI,0.317
7883-ROJOC,0.316
1548-FEHVL,0.316
4827-USJHP,0.316
1862-SKORY,0.316
0013-MHZWF,0.316
5129-JLPIS,0.316
5371-VYLSX,0.315
4468-KAZHE,0.315
8566-YPRGL,0.315
8919-FYFQZ,0.315
7993-NQLJE,0.315
8974-OVACP,0.315
0708-LGSMF,0.315
6745-JEFZB,0.315
0215-BQKGS,0.315
4191-XOVOM,0.315
6917-YACBP,0.315
4634-JLRJT,0.315
4831-EOBFE,0.315
8799-OXZMD,0.315
8728-SKJLR,0.314
2075-RMJIK,0.314
5996-DAOQL,0.314
0060-FUALY,0.314
7813-ZGGAW,0.314
7742-MYPGI,0.314
5906-BFOZT,0.314
9681-KYGYB,0.314
9842-EFSYY,0.314
4661-NJEUX,0.314
9489-UTFKA,0.314
3090-LETTY,0.313
7277-OZCGZ,0.313
2770-NSVDG,0.313
1020-JPQOW,0.313
7016-BPGEU,0.313
9206-GVPEQ,0.313
1493-AMTIE,0.313
7839-QRKXN,0.312
0516-WJVXC,0.312
3096-JRDSO,0.312
3143-ILDAL,0.312
7895-VONWT,0.312
8217-QYOHV,0.312
3247-MHJKM,0.312
5886-VLQVU,0.312
8450-UYIBU,0.312
6847-KJLTS,0.312
6770-XUAGN,0.311
2834-SPCJV,0.311
4760-THGOT,0.311
4329-YPDDQ,0.311
6344-SFJVH,0.311
2027-CWDNU,0.311
9412-GHEEC,0.311
3714-JTVOV,0.311
2817-NTQDO,0.311
5651-WYIPH,0.311
9927-DSWDF,0.31
9693-XMUOB,0.31
6121-VZNQB,0.31
2087-QAREY,0.31
7551-DACSP,0.31
4588-YBNIB,0.31
0618-XWMSS,0.31
1585-MQSSU,0.309
5201-FRKKS,0.309
1193-RTSLK,0.309
1000-AJSLD,0.309
6897-UUBNU,0.309
8178-EYZUO,0.308
7319-VENRZ,0.308
2585-KTFRE,0.308
6128-AQBMT,0.308
3521-MNKLV,0.308
1976-AZZPJ,0.308
2144-BFDSO,0.308
7459-RRWQZ,0.308
4619-EVPHY,0.308
3604-WLABM,0.308
0804-XBFBV,0.307
0870-VEMYL,0.307
6614-VBEGU,0.307
5828-DWPIL,0.307
9142-KZXOP,0.307
3694-DELSO,0.307
0823-HSCDJ,0.307
3657-COGMW,0.307
5287-QWLKY,0.306
4646-QZXTF,0.306
1750-CSKKM,0.306
4918-FYJNT,0.306
3445-HXXGF,0.306
2369-FEVNO,0.306
7130-YXBRO,0.305
3522-CDKHF,0.305
6038-GCYEC,0.305
9052-VKDUW,0.305
0603-OLQDC,0.305
2081-KJSQF,0.305
4080-IIARD,0.305
5118-MUEYH,0.305
2669-QVCRG,0.304
5380-WJKOV,0.304
7721-DVEKZ,0.304
3197-ARFOY,0.304
4190-MFLUW,0.304
7537-CBQUZ,0.304
3016-KSVCP,0.304
7011-CVEUC,0.303
8677-HDZEE,0.303
4607-CHPCA,0.303
7291-CDTMJ,0.303
4402-FTBXC,0.303
7426-GSWPO,0.303
0314-TKOSI,0.302
9975-SKRNR,0.302
5630-AHZIL,0.302
6615-ZGEDR,0.302
8070-AAWZP,0.302
8904-OPDCK,0.302
4983-CLMLV,0.302
8393-JMVMB,0.302
3930-ZGWVE,0.302
8059-UDZFY,0.301
2272-UOINI,0.301
4211-MMAZN,0.301
9158-VCTQB,0.301
5309-TAIKL,0.301
8257-RZAHR,0.301
1452-KIOVK,0.301
4177-JPDFU,0.301
8189-HBVRW,0.301
1934-SJVJK,0.3
9753-OYLBX,0.3
5143-WMWOG,0.3
8735-DCXNF,0.3
1194-SPVSP,0.3
4010-YLMVT,0.3
5575-TPIZQ,0.3
5201-USSQZ,0.3
0277-BKSQP,0.3
6124-ACRHJ,0.3
3845-JHAMY,0.3
3945-GFWQL,0.3
7434-SHXLS,0.299
0239-OXEXL,0.299
6067-NGCEU,0.299
8292-TYSPY,0.299
7398-LXGYX,0.299
2478-EEWWM,0.299
2229-VWQJH,0.299
5356-RHIPP,0.298
2668-TZSPS,0.298
2604-IJPDU,0.298
9820-RMCQV,0.298
1622-HSHSF,0.298
1552-AAGRX,0.298
4745-LSPLO,0.298
3717-LNXKW,0.298
3976-NLDEZ,0.298
5921-NGYRH,0.297
8631-WUXGY,0.297
9441-QHEVC,0.297
6141-OOXUQ,0.297
0027-KWYKW,0.297
7621-VPNET,0.297
1029-QFBEN,0.297
2190-BCXEC,0.297
6313-GIDIT,0.297
2240-HSJQD,0.297
2189-UXTKY,0.296
7733-UDMTP,0.296
6569-KTMDU,0.296
3167-SNQPL,0.296
6890-PFRQX,0.296
2911-WDXMV,0.296
9281-PKKZE,0.296
4361-BKAXE,0.296
2778-OCLGR,0.295
3308-MHOOC,0.295
6704-UTUKK,0.295
1845-CSBRZ,0.295
0058-EVZWM,0.295
2446-ZKVAF,0.295
1215-VFYVK,0.295
4003-FUSHP,0.295
7824-PANSQ,0.295
7880-XSOJX,0.295
9644-UMGQA,0.295
1629-DQQVB,0.295
7893-IXHRQ,0.294
6728-WYQBC,0.294
2267-FPIMA,0.294
4338-EYCER,0.294
1656-DRSMG,0.294
6579-JPICP,0.294
1110-KYLGQ,0.294
0365-TRTPY,0.294
2346-DJQTB,0.294
5624-BQSSA,0.294
5141-ZUVBH,0.294
7892-QVYKW,0.293
3001-UNBTL,0.293
7964-VEXDG,0.293
8722-NGNBH,0.293
9795-VOWON,0.293
6627-CFOSN,0.293
2843-CQMEG,0.293
0880-FVFWF,0.292
7698-YFGEZ,0.292
6854-EXGSF,0.292
2432-TFSMK,0.292
9522-BNTHX,0.292
9054-FOWNV,0.292
0363-QJVFX,0.291
2279-AXJJK,0.291
3192-LNKRK,0.291
1867-TJHTS,0.291
2811-POVEX,0.291
1421-HCERK,0.291
1767-TGTKO,0.291
2883-ILGWO,0.291
8023-QHAIO,0.291
8807-ARQET,0.291
8344-WFMFH,0.291
7596-LDUXP,0.29
0282-NVSJS,0.29
0822-QGCXA,0.29
8547-NSBBO,0.29
0811-GSDTP,0.29
8048-DSDFQ,0.29
9904-EHEVJ,0.289
8740-XLHDR,0.289
2782-JEEBU,0.289
0670-KDOMA,0.289
1905-OEILC,0.288
2433-KMEAS,0.288
3900-AQPHZ,0.288
6234-PFPXL,0.288
1135-LMECX,0.288
2592-YKDIF,0.288
7310-EGVHZ,0.288
6620-JDYNW,0.288
2305-MRGLV,0.288
6654-QGBZZ,0.288
0970-QXPXW,0.288
0719-SYFRB,0.287
3689-MOZGR,0.287
3865-ZYKAD,0.287
1356-MKYSK,0.287
0567-GGCAC,0.287
2195-VVRJF,0.286
3780-YVMFA,0.286
7143-BQIBA,0.286
6397-JNZZG,0.286
7814-LEEVE,0.286
2452-SNHFZ,0.286
0673-IGUQO,0.286
9572-MTILT,0.285
7064-FRRSW,0.285
6380-ARCEH,0.285
7446-YPODE,0.285
2654-VBVPB,0.285
5482-NUPNA,0.285
2625-TRCZQ,0.285
2458-EOMRE,0.285
5445-GLVOT,0.284
3148-BLQJT,0.284
2858-MOFSQ,0.284
3842-IYKUE,0.284
5708-EVONK,0.284
2716-GFZOR,0.284
0564-MUUQK,0.284
8384-FZBJK,0.283
2382-BCKQJ,0.283
6439-LAJXL,0.283
2522-AHJXR,0.283
6080-TCMYC,0.283
0111-KLBQG,0.283
7634-WSWDB,0.283
7551-JOHTI,0.283
1472-TNCWL,0.282
7853-GVUDZ,0.282
7797-EJMDP,0.282
2692-PFYTJ,0.282
7774-OJSXI,0.282
7821-DPRQE,0.282
6680-NENYN,0.281
4833-QTJNO,0.281
3545-CNWRG,0.281
2027-OAQQC,0.281
0177-PXBAT,0.281
3256-EZDBI,0.281
9822-WMWVG,0.281
7639-SUPCW,0.281
6794-HKIAJ,0.281
6705-LNMDD,0.281
8840-DQLGN,0.281
9122-UMROB,0.281
7743-EXURX,0.281
8562-GHPPI,0.281
4897-QSUYC,0.28
7530-HDYDS,0.28
4232-JGKIY,0.28
2475-MROZF,0.28
7740-KKCXF,0.28
1548-ARAGG,0.28
1066-JKSGK,0.279
4323-SADQS,0.279
1919-RTPQD,0.279
7926-IJOOU,0.279
0701-TJSEF,0.279
7130-CTCUS,0.278
7825-ECJRF,0.278
1963-VAUKV,0.278
5057-LCOUI,0.278
4109-CYRBD,0.278
6633-SYEUS,0.278
2037-XJFUP,0.278
1346-PJWTK,0.277
8620-RJPZN,0.277
3090-QFUVD,0.277
0991-BRRFB,0.277
7878-RTCZG,0.277
6128-DAFVY,0.277
7041-TXQJH,0.277
8111-BKVDS,0.277
3170-GWYKC,0.277
6467-CHFZW,0.277
9332-GYWLO,0.277
3982-XWFZQ,0.276
5149-TGWDZ,0.276
0228-MAUWC,0.276
7869-ZYDST,0.276
5206-HPJKM,0.276
9800-ONTFE,0.276
5002-GCQFH,0.276
2672-TGEFF,0.276
3569-EDBPQ,0.276
1015-OWJKI,0.275
7746-AWNQW,0.275
9626-VFRGG,0.275
3528-HFRIQ,0.275
7239-HZZCX,0.275
7669-LCRSD,0.274
5876-HZVZM,0.274
5982-FPVQN,0.274
4879-GZLFH,0.274
1855-AGAWH,0.274
9774-NRNAU,0.274
1644-IRKSF,0.274
6088-BXMRG,0.274
3030-ZKIWL,0.273
4608-LCIMN,0.273
0872-JCPIB,0.273
2946-KIQSP,0.273
1355-KUSBG,0.273
1156-ZFYDO,0.273
7776-QWNFX,0.273
4628-WQCQQ,0.273
5651-YLPRD,0.273
0380-NEAVX,0.272
8495-PRWFH,0.272
4283-IVYCI,0.272
5049-GLYVG,0.272
4360-QRAVE,0.272
0727-BMPLR,0.272
1113-IUJYX,0.272
4786-UKSNZ,0.272
8992-OBVDG,0.271
2700-LUEVA,0.271
2055-SIFSS,0.271
2074-GUHPQ,0.271
1216-BGTSP,0.271
7109-MFBYV,0.271
7721-JXEAW,0.271
9659-QEQSY,0.27
2712-SYWAY,0.27
8198-RKSZG,0.27
9938-EKRGF,0.27
6179-GJPSO,0.27
6497-TILVL,0.27
4013-GUXND,0.27
3898-GUYTS,0.269
1986-PHGZF,0.269
2363-BJLSL,0.269
2014-MKGMH,0.269
3307-TLCUD,0.269
7096-UCLNH,0.269
2220-IAHLS,0.269
4098-NAUKP,0.269
1658-XUHBX,0.269
9909-IDLEK,0.269
7483-IQWIB,0.269
9057-MSWCO,0.269
4724-WXVWF,0.268
7030-NJVDP,0.268
3370-GQEAL,0.268
1202-KKGFU,0.268
7502-BNYGS,0.268
5639-NTUPK,0.268
3349-ANQNH,0.268
6486-LHTMA,0.268
3893-JRNFS,0.268
7853-WNZSY,0.268
2542-HYGIQ,0.268
0426-TIRNE,0.267
3450-WXOAT,0.267
7356-IWLFW,0.267
4801-JZAZL,0.267
0899-WZRSD,0.267
5760-WRAHC,0.267
9708-KFDBY,0.267
4188-FRABG,0.267
1518-OMDIK,0.267
3701-SFMUH,0.267
1349-WXNGG,0.266
1853-ARAAQ,0.266
0431-APWVY,0.266
8976-OQHGT,0.265
2866-IKBTM,0.265
0761-AETCS,0.265
3126-WQMGH,0.265
2824-MYYBN,0.265
0280-XJGEX,0.265
5533-RJFTJ,0.265
7302-ZHMHP,0.265
4612-THJBS,0.265
2002-MZHWP,0.265
3404-JNXAX,0.265
2474-LCNUE,0.265
8329-IBCTI,0.265
7748-UMTRK,0.265
0178-SZBHO,0.265
8605-ITULD,0.265
7351-MHQVU,0.264
3865-QBWSJ,0.264
5046-NUHWD,0.264
3845-FXCYS,0.264
1697-NVVGY,0.264
6749-UTDVX,0.264
0851-DFJKB,0.264
5882-CMAZQ,0.264
4712-AUQZO,0.264
2576-HXMPA,0.264
3948-XHGNA,0.263
9470-XCCEM,0.263
4950-BDEUX,0.263
8495-LJDFO,0.263
7682-AZNDK,0.263
2302-ANTDP,0.263
3162-KKZXO,0.263
9481-SFCQY,0.263
3590-TCXTB,0.263
4001-TSBTV,0.263
5995-OIGLP,0.263
3521-SYVOR,0.263
6483-OATDN,0.262
7617-EYGLW,0.262
5766-ZJYBB,0.262
1663-MHLHE,0.262
4892-VLANZ,0.262
1024-KPRBB,0.262
4781-ZXYGU,0.262
7601-WFVZV,0.262
8016-NCFVO,0.262
3785-NRHYR,0.262
7382-DFJTU,0.262
5510-BOIUJ,0.262
5311-IHLEI,0.262
0799-DDIHE,0.262
4628-CTTLA,0.261
0191-ZHSKZ,0.261
5294-DMSFH,0.261
6959-GQEGV,0.261
4657-FWVFY,0.261
7622-NXQZR,0.261
7892-POOKP,0.261
8203-XJZRC,0.261
9233-PSYHO,0.261
4877-EVATK,0.26
3717-OFRTN,0.26
2320-SLKMB,0.26
5154-VEKBL,0.26
7975-TZMLR,0.26
4947-DSMXK,0.26
5934-TSSAU,0.26
4255-DDUOU,0.26
3640-JQGJG,0.26
7811-JIVPF,0.26
5073-WXOYN,0.259
8378-LKJAF,0.259
8205-MQUGY,0.259
2858-EIMXH,0.259
1785-BPHTP,0.259
7272-QDCKA,0.259
8250-ZNGGW,0.259
9544-PYPSJ,0.259
8124-NZVGJ,0.259
6874-SGLHU,0.259
4945-RVMTE,0.258
0771-WLCLA,0.258
0668-OGMHD,0.258
7716-YTYHG,0.258
9314-QDMDW,0.258
7872-RDDLZ,0.258
3794-NFNCH,0.257
6092-QZVPP,0.257
9495-SKLKD,0.257
5334-JLAXU,0.257
5088-QZLRL,0.257
0883-EIBTI,0.257
5868-YTYKS,0.257
6664-FPDAC,0.257
3727-JEZTU,0.257
2320-JRSDE,0.257
2403-BCASL,0.256
4767-HZZHQ,0.256
0913-XWSCN,0.256
5423-BHIXO,0.256
1089-HDMKP,0.256
5522-NYKPB,0.255
4324-BZCKL,0.255
9481-IEBZY,0.255
3723-BFBGR,0.255
1724-IQWNM,0.255
9089-UOWJG,0.255
8896-BQTTI,0.254
9881-VCZEP,0.254
1625-JAIIY,0.254
9350-VLHMB,0.254
4450-YOOHP,0.254
3285-UCQVC,0.254
3692-JHONH,0.253
9763-GRSKD,0.253
8329-GWVPJ,0.253
0440-QEXBZ,0.253
3570-YUEKJ,0.253
0447-BEMNG,0.253
3391-JSQEW,0.253
8982-NHAVY,0.253
0481-SUMCB,0.253
8878-RYUKI,0.253
3886-CERTZ,0.253
4488-KQFDT,0.252
8749-CLJXC,0.252
6202-DYYFX,0.252
4580-TMHJU,0.252
3009-JWMPU,0.252
2519-ERQOJ,0.252
9828-QHFBK,0.252
0512-FLFDW,0.252
9373-WSLOY,0.252
3161-GETRM,0.252
3173-NVMPX,0.252
8647-SDTWQ,0.252
8992-CEUEN,0.251
4929-ROART,0.251
5951-AOFIH,0.251
7605-SNLQG,0.251
4869-EPIUS,0.251
8259-NFJTV,0.251
2293-IJWPS,0.251
6849-OYAMU,0.251
6994-ORCWG,0.251
9633-DENPU,0.25
1930-WNXSB,0.25
2586-CWXVV,0.25
4672-FOTSD,0.25
7449-HVPIV,0.25
8148-BPLZQ,0.25
2080-SRCDE,0.25
1169-WCVAK,0.25
6270-OMFIW,0.249
7067-KSAZT,0.249
0867-MKZVY,0.249
9863-JZAIC,0.249
4480-MBMLB,0.249
2676-ISHSF,0.249
5686-CMAWK,0.248
5035-PGZXH,0.248
7921-LMDFQ,0.248
1357-MVDOZ,0.248
1447-PJGGA,0.248
9862-KJTYK,0.248
6507-DTJZV,0.247
6537-OTKMY,0.247
6646-QVXLR,0.247
6575-SUVOI,0.247
9415-TPKRV,0.247
3635-JBPSG,0.247
3803-KMQFW,0.247
6261-LHRTG,0.247
0156-FVPTA,0.247
6286-SUUWT,0.247
9079-LWTFD,0.246
4501-VCPFK,0.246
8800-ZKRFW,0.246
5949-HGVJL,0.246
0575-CUQOV,0.246
4685-ERGHK,0.245
2045-BMBTJ,0.245
6907-CQGPN,0.245
4726-DLWQN,0.245
2565-JSLRY,0.245
0100-DUVFC,0.245
7909-FIOIY,0.245
3707-LRWZD,0.245
0422-UXFAP,0.245
0222-CNVPT,0.245
6728-VOIFY,0.245
8985-OOPOS,0.245
5977-CKHON,0.245
4701-AHWMW,0.244
0691-JVSYA,0.244
7243-LCGGZ,0.244
0406-BPDVR,0.244
2270-CHBFN,0.244
4123-FCVCB,0.244
3946-JEWRQ,0.244
8082-GHXOP,0.244
4673-KKSLS,0.244
8327-LZKAS,0.244
8980-WQFWL,0.244
2519-LBNQL,0.244
